PSNJ07250042+2347030 2MASS07250471+2348341
PSNJ07250042+2347030 2MASS07250476+2344586
PSNJ07250042+2347030 2MASS07250632+2348496
PSNJ07250042+2347030 2MASS07250744+2348205
PSNJ07250042+2347030 2MASS07250844+2345103
PSNJ07250042+2347030 2MASS07250970+2346335
PTF11moy 2MASS17061188+3830581
PTF11moy 2MASS17061329+3830523
PTF11moy 2MASS17061498+3831214
PTF11moy 2MASS17061685+3832163
PTF11moy 2MASS17061878+3833389
PTF11moy 2MASS17061899+3830532
PTF11moy 2MASS17061982+3832029
PTF11moy 2MASS17062498+3831435
PTF11moy 2MASS17062657+3832087
PTF11mty 2MASS21335735+1026153
PTF11mty 2MASS21335860+1025016
PTF11mty 2MASS21340000+1025101
PTF11mty 2MASS21340010+1025500
PTF11mty 2MASS21340153+1025244
PTF11mty 2MASS21340248+1025183
PTF11mty 2MASS21340376+1025108
PTF11mty 2MASS21340404+1024420
PTF11mty 2MASS21340507+1025187
PTF11mty 2MASS21340673+1025257
PTF11mty 2MASS21340728+1024034
PTF11mty 2MASS21340931+1025198
PTF11mty 2MASS21341080+1026431
PTF11mty 2MASS21341131+1024158
PTF11mty 2MASS21341269+1026065
PTF11mty 2MASS21341300+1026422
PTF11mty 2MASS21341354+1024245
PTF11owc 2MASS09155967+4938283
PTF11owc 2MASS09160747+4935546
PTF11owc 2MASS09161107+4936454
PTF11owc 2MASS09161694+4938008
PTF11owc 2MASS09161796+4938081
PTF11qmo 2MASS10064147-0741561
PTF11qmo 2MASS10064183-0740214
PTF11qmo 2MASS10064194-0739050
PTF11qmo 2MASS10064225-0742012
PTF11qmo 2MASS10064459-0742137
PTF11qmo 2MASS10064651-0740348
PTF11qmo 2MASS10064851-0742492
PTF11qmo 2MASS10064865-0741128
PTF11qmo 2MASS10065016-0741520
PTF11qmo 2MASS10065647-0741419
PTF11qmo 2MASS10065726-0741598
PTF11qmo 2MASS10065763-0741454
PTF11qmo 2MASS10065832-0742346
PTF11qpc 2MASS12195840+0923268
PTF11qpc 2MASS12200089+0924173
PTF11qpc 2MASS12200392+0925144
PTF11qpc 2MASS12200659+0923578
PTF11qpc 2MASS12201145+0923443
PTF11qpc 2MASS12201225+0922205
PTF11qpc 2MASS12201475+0923050
PTF11qri 2MASS12470120-0618501
PTF11qri 2MASS12470261-0617401
PTF11qri 2MASS12470395-0618375
PTF11qri 2MASS12470503-0620538
PTF11qri 2MASS12470607-0620142
PTF11qri 2MASS12470688-0618358
PTF11qri 2MASS12470715-0620106
PTF11qri 2MASS12470954-0618393
PTF11qzq 2MASS07191614+5413233
PTF11qzq 2MASS07191964+5415513
PTF11qzq 2MASS07192388+5413264
PTF11qzq 2MASS07192530+5413108
PTF11qzq 2MASS07192539+5413348
PTF11qzq 2MASS07192719+5413451
PTF11qzq 2MASS07192950+5412000
PTF11qzq 2MASS07193002+5412498
PTF11qzq 2MASS07193376+5412464
PTF11qzq 2MASS07193981+5411549
PTF11qzq 2MASS07194240+5415208
PTF12iiq 2MASS02500494-0015196
PTF12iiq 2MASS02501144-0016217
PTF12iiq 2MASS02501283-0014042
PTF12iiq 2MASS02501539-0017163
PTF12iiq 2MASS02501675-0016128
PTF12ikt 2MASS01143545+0017578
PTF12ikt 2MASS01143707+0015215
PTF12ikt 2MASS01144120+0017173
PTF13asv 2MASS16223440+1856535
PTF13asv 2MASS16223451+1858166
PTF13asv 2MASS16223784+1858027
PTF13asv 2MASS16223936+1858304
PTF13asv 2MASS16224014+1858192
PTF13asv 2MASS16224201+1856258
PTF13asv 2MASS16224284+1858103
PTF13asv 2MASS16224648+1858439
PTF13asv 2MASS16224992+1859406
PTF13asv 2MASS16225184+1857215
PTF13ayw 2MASS15392855+3204245
PTF13ayw 2MASS15393516+3207091
PTF13ayw 2MASS15393755+3205500
PTF13dad 2MASS01480000+3734513
PTF13dad 2MASS01480092+3733522
PTF13dad 2MASS01480452+3734148
PTF13dad 2MASS01480848+3735561
PTF13dad 2MASS01480874+3733002
PTF13dad 2MASS01480916+3734125
PTF13dad 2MASS01480940+3735491
PTF13dad 2MASS01481167+3735590
PTF13dad 2MASS01481403+3735350
PTF13dad 2MASS01481492+3732230
PTF13dad 2MASS01481561+3735250
PTF13dad 2MASS01481976+3733354
PTF13ddg 2MASS00474122+3150040
PTF13ddg 2MASS00474332+3147462
PTF13ddg 2MASS00474343+3149190
PTF13ddg 2MASS00474962+3151136
PTF13ddg 2MASS00475085+3151019
PTF13ddg 2MASS00475086+3147438
PTF13ddg 2MASS00475259+3149550
PTF13ddg 2MASS00475302+3148354
PTF13ddg 2MASS00475322+3148485
PTF13ddg 2MASS00475368+3148270
PTF13ddg 2MASS00475508+3147347
PTF13ddg 2MASS00475858+3148189
S791-C 2MASS13172346-0532490
S791-C 2MASS13172873-0531185
S791-C 2MASS13172933-0532383
S791-C 2MASS13173859-0533315
S840-F 2MASS05422445+0008075
S840-F 2MASS05422491+0009403
S840-F 2MASS05422493+0009193
S840-F 2MASS05422540+0008438
S840-F 2MASS05422546+0008075
S840-F 2MASS05422668+0010346
S840-F 2MASS05422853+0009110
S840-F 2MASS05422886+0007428
S840-F 2MASS05423018+0008244
S840-F 2MASS05423023+0011048
S840-F 2MASS05423050+0009519
S840-F 2MASS05423214+0009019
S840-F 2MASS05423223+0010089
S840-F 2MASS05423328+0010121
S840-F 2MASS05423379+0010271
S840-F 2MASS05423399+0007550
S840-F 2MASS05423467+0007302
S840-F 2MASS05423481+0010436
S840-F 2MASS05423493+0010567
S840-F 2MASS05423537+0008277
S840-F 2MASS05423561+0008460
S840-F 2MASS05423679+0009264
S840-F 2MASS05423872+0008272
SN2011fe 2MASS14025413+5416288
SN2011fe 2MASS14025710+5416408
SN2011fe 2MASS14025941+5416266
SN2011fe 2MASS14030577+5415198
SN2011fe 2MASS14030580+5414501
SN2011fe 2MASS14030923+5415056
SN2011fe 2MASS14031367+5415431
SN2011fe 2MASS14031583+5415445
SN2011fs 2MASS22170923+3535030
SN2011fs 2MASS22170955+3533486
SN2011fs 2MASS22171302+3534195
SN2011fs 2MASS22171364+3534299
SN2011fs 2MASS22171664+3533116
SN2011fs 2MASS22171744+3533362
SN2011fs 2MASS22171773+3535342
SN2011fs 2MASS22171903+3535266
SN2011fs 2MASS22172205+3536329
SN2011fs 2MASS22172430+3534326
SN2011fs 2MASS22172474+3536428
SN2011fs 2MASS22172648+3535528
SN2011fs 2MASS22172929+3536302
SN2011fs 2MASS22173007+3534276
SN2011gf 2MASS21121865-0746506
SN2011gf 2MASS21121968-0747035
SN2011gf 2MASS21122081-0748443
SN2011gf 2MASS21122208-0747145
SN2011gf 2MASS21122482-0750021
SN2011gf 2MASS21122545-0748302
SN2011gf 2MASS21122578-0747182
SN2011gf 2MASS21122821-0747132
SN2011gf 2MASS21122876-0748096
SN2011gf 2MASS21122888-0746425
SN2011gf 2MASS21123047-0749237
SN2011gf 2MASS21123099-0749184
SN2011gf 2MASS21123103-0750116
SN2011gy 2MASS03292419+4050130
SN2011gy 2MASS03292422+4053332
SN2011gy 2MASS03292424+4050418
SN2011gy 2MASS03292598+4051300
SN2011gy 2MASS03292707+4050007
SN2011gy 2MASS03292907+4053216
SN2011gy 2MASS03292936+4050460
SN2011gy 2MASS03292977+4053172
SN2011gy 2MASS03293020+4054023
SN2011gy 2MASS03293064+4050455
SN2011gy 2MASS03293157+4053127
SN2011gy 2MASS03293216+4053553
SN2011gy 2MASS03293265+4049590
SN2011gy 2MASS03293291+4050167
SN2011gy 2MASS03293338+4051409
SN2011gy 2MASS03293505+4052518
SN2011gy 2MASS03293566+4053095
SN2011gy 2MASS03293594+4051182
SN2011gy 2MASS03293746+4052433
SN2011gy 2MASS03293780+4053422
SN2011gy 2MASS03293797+4052363
SN2011gy 2MASS03293812+4053496
SN2011gy 2MASS03293834+4051347
SN2011gy 2MASS03293861+4053280
SN2011gy 2MASS03294064+4053555
SN2011gy 2MASS03294094+4051139
SN2011gy 2MASS03294163+4051265
SN2011gy 2MASS03294211+4053172
SN2011gy 2MASS03294352+4053225
SN2011gy 2MASS03294389+4052113
SN2011gy 2MASS03294474+4050206
SN2011gy 2MASS03294497+4052355
SN2011gy 2MASS03294543+4050570
SN2011gy 2MASS03294545+4051187
SN2011gy 2MASS03294576+4052522
SN2011ha 2MASS03573129+1010253
SN2011ha 2MASS03573329+1009547
SN2011ha 2MASS03573486+1009511
SN2011ha 2MASS03573601+1012000
SN2011ha 2MASS03573608+1010170
SN2011ha 2MASS03573659+1009437
SN2011ha 2MASS03573759+1011239
SN2011ha 2MASS03573808+1010257
SN2011ha 2MASS03573901+1009372
SN2011ha 2MASS03573953+1008196
SN2011ha 2MASS03574009+1011321
SN2011ha 2MASS03574054+1010125
SN2011ha 2MASS03574599+1009060
SN2011ha 2MASS03574644+1011274
SN2011ha 2MASS03574722+1008309
SN2011hb 2MASS23274989+0845444
SN2011hb 2MASS23275179+0846392
SN2011hb 2MASS23275231+0848006
SN2011hb 2MASS23275252+0845191
SN2011hb 2MASS23275281+0847042
SN2011hb 2MASS23275381+0847589
SN2011hb 2MASS23275643+0847550
SN2011hb 2MASS23280008+0846026
SN2011hb 2MASS23280010+0845018
SN2011hb 2MASS23280218+0847017
SN2011hk 2MASS02183856-0637067
SN2011hk 2MASS02184096-0636389
SN2011hk 2MASS02184116-0639312
SN2011hk 2MASS02184398-0637378
SN2011hk 2MASS02184696-0636200
SN2011hk 2MASS02184797-0637064
SN2011hk 2MASS02184937-0637528
SN2011hk 2MASS02184965-0637271
SN2011hk 2MASS02185012-0636532
SN2011ho 2MASS11440378+3332593
SN2011ho 2MASS11440433+3332337
SN2011ho 2MASS11440442+3329074
SN2011ho 2MASS11440746+3330234
SN2011ho 2MASS11440931+3328561
SN2011ho 2MASS11441902+3331269
SN2011ho 2MASS11442008+3331255
SN2011ho 2MASS11442265+3329252
SN2011hr 2MASS08543573+3930412
SN2011hr 2MASS08543636+3931043
SN2011hr 2MASS08543849+3930194
SN2011hr 2MASS08544039+3933230
SN2011hr 2MASS08544144+3930596
SN2011hr 2MASS08544486+3934103
SN2011hr 2MASS08544574+3933348
SN2011hr 2MASS08544659+3933142
SN2011hr 2MASS08544931+3933469
SN2011hr 2MASS08545003+3931263
SN2011hr 2MASS08545273+3931511
SN2011hr 2MASS08545607+3933316
SN2011io 2MASS23024227+0848225
SN2011io 2MASS23024392+0850113
SN2011io 2MASS23024668+0848182
SN2011iu 2MASS23505111+4645091
SN2011iu 2MASS23505180+4643274
SN2011iu 2MASS23505238+4645167
SN2011iu 2MASS23505293+4644170
SN2011iu 2MASS23505328+4643178
SN2011iu 2MASS23505408+4642063
SN2011iu 2MASS23505413+4643456
SN2011iu 2MASS23505457+4645023
SN2011iu 2MASS23505466+4645176
SN2011iu 2MASS23505641+4643209
SN2011iu 2MASS23505688+4644157
SN2011iu 2MASS23505714+4644256
SN2011iu 2MASS23505722+4643151
SN2011iu 2MASS23505749+4645361
SN2011iu 2MASS23505810+4643213
SN2011iu 2MASS23505857+4642326
SN2011iu 2MASS23505921+4644115
SN2011iu 2MASS23505993+4643510
SN2011iu 2MASS23505996+4643586
SN2011iu 2MASS23510032+4641565
SN2011iu 2MASS23510054+4642098
SN2011iu 2MASS23510270+4645065
SN2011iu 2MASS23510287+4645344
SN2011iu 2MASS23510457+4642284
SN2011iu 2MASS23510541+4644499
SN2011iu 2MASS23510634+4642580
SN2011iu 2MASS23510643+4645333
SN2011iu 2MASS23510713+4642350
SN2011iu 2MASS23510992+4643019
SN2011iu 2MASS23510994+4642429
SN2011iu 2MASS23511195+4643389
SN2011iu 2MASS23511460+4644140
SN2011iy 2MASS13085096-1530407
SN2011iy 2MASS13085320-1529171
SN2011iy 2MASS13085417-1532148
SN2011iy 2MASS13085602-1533013
SN2011iy 2MASS13090017-1530066
SN2011iy 2MASS13090557-1530086
SN2011iy 2MASS13090638-1531572
SN2011iy 2MASS13090728-1529488
SN2011jh 2MASS12470936-1002208
SN2011jh 2MASS12471804-1002299
SN2011jh 2MASS12472073-1002493
SN2012bh 2MASS12132721+4628564
SN2012bh 2MASS12133551+4627088
SN2012bh 2MASS12133810+4629541
SN2012bh 2MASS12134570+4627075
SN2012bh 2MASS12134862+4628486
SN2012bh 2MASS12134884+4629543
SN2012bm 2MASS13053587+4626418
SN2012bm 2MASS13054102+4628254
SN2012bm 2MASS13054793+4629189
SN2012bm 2MASS13055497+4629298
SN2012bo 2MASS12503711-1417380
SN2012bo 2MASS12504042-1416037
SN2012bo 2MASS12504312-1416116
SN2012bo 2MASS12504425-1414585
SN2012bo 2MASS12504489-1414194
SN2012bo 2MASS12504567-1417423
SN2012bo 2MASS12504701-1414571
SN2012bo 2MASS12505020-1415241
SN2012bo 2MASS12505152-1415266
SN2012bp 2MASS16181090+3629229
SN2012bp 2MASS16182040+3628421
SN2012cg 2MASS12270469+0926324
SN2012cg 2MASS12271215+0924355
SN2012cg 2MASS12271921+0925385
SN2012cg 2MASS12271948+0924165
SN2012em 2MASS22435876+1551587
SN2012em 2MASS22435911+1549496
SN2012em 2MASS22435933+1550085
SN2012em 2MASS22440053+1553352
SN2012em 2MASS22440079+1552091
SN2012em 2MASS22440160+1550224
SN2012em 2MASS22440318+1553320
SN2012et 2MASS23422956+2705415
SN2012et 2MASS23423153+2704511
SN2012et 2MASS23423292+2705046
SN2012et 2MASS23423633+2704401
SN2012et 2MASS23423814+2707031
SN2012et 2MASS23424027+2706047
SN2012et 2MASS23424258+2707170
SN2012et 2MASS23424510+2704335
SN2012et 2MASS23424667+2707241
SN2012fb 2MASS01504108+3310141
SN2012fb 2MASS01504120+3309279
SN2012fb 2MASS01504189+3308599
SN2012fb 2MASS01504406+3308407
SN2012fb 2MASS01504436+3307505
SN2012fb 2MASS01504629+3306356
SN2012fb 2MASS01504826+3307482
SN2012fb 2MASS01505160+3310268
SN2012fb 2MASS01505307+3309528
SN2012fb 2MASS01505362+3307396
SN2012fb 2MASS01505417+3308549
SN2012fb 2MASS01505528+3309550
SN2012fb 2MASS01505541+3308270
SN2012fb 2MASS01505578+3306552
SN2012fk 2MASS02304776+2229575
SN2012fk 2MASS02304948+2228391
SN2012fk 2MASS02305207+2228323
SN2012fk 2MASS02305565+2227192
SN2012fk 2MASS02305761+2229555
SN2012fk 2MASS02305914+2228095
SN2012fk 2MASS02310030+2226596
SN2012fm 2MASS06550934+8405465
SN2012fm 2MASS06552135+8406439
SN2012fm 2MASS06552328+8405019
SN2012fm 2MASS06554068+8405148
SN2012fm 2MASS06554461+8403467
SN2012fm 2MASS06554599+8403039
SN2012fm 2MASS06555548+8402446
SN2012fm 2MASS06555769+8403077
SN2012fm 2MASS06560523+8403054
SN2012fm 2MASS06560601+8405198
SN2012fm 2MASS06560898+8403149
SN2012fm 2MASS06563193+8403150
SN2012fm 2MASS06564267+8405471
SN2012fm 2MASS06565038+8404477
SN2012fm 2MASS06570613+8405562
SN2012fm 2MASS06571551+8406180
SN2012fm 2MASS06571685+8406124
SN2012fm 2MASS06571947+8403394
SN2012fr 2MASS03332955-3605505
SN2012fr 2MASS03333369-3607144
SN2012gm 2MASS23172992+1401533
SN2012gm 2MASS23173083+1400177
SN2012gm 2MASS23173291+1359237
SN2012gm 2MASS23173441+1358365
SN2012gm 2MASS23173506+1400273
SN2012go 2MASS22413641+3457378
SN2012go 2MASS22413657+3500164
SN2012go 2MASS22413752+3457113
SN2012go 2MASS22413824+3456586
SN2012go 2MASS22414016+3457485
SN2012go 2MASS22414056+3459366
SN2012go 2MASS22414464+3456366
SN2012go 2MASS22414501+3458087
SN2012go 2MASS22414591+3458224
SN2012go 2MASS22414625+3458170
SN2012go 2MASS22414710+3457201
SN2012go 2MASS22414743+3459047
SN2012go 2MASS22414745+3457105
SN2012go 2MASS22414940+3500076
SN2012go 2MASS22414990+3458008
SN2012go 2MASS22415021+3459116
SN2012go 2MASS22415521+3457276
SN2012go 2MASS22415640+3458399
SN2012go 2MASS22415711+3500133
SN2012go 2MASS22415718+3457248
SN2012go 2MASS22415834+3459584
SN2012go 2MASS22415931+3459051
SN2012go 2MASS22415948+3458271
SN2012go 2MASS22420002+3456474
SN2013ar 2MASS08373892+4928469
SN2013ar 2MASS08374007+4926443
SN2013ar 2MASS08374071+4927483
SN2013ar 2MASS08374557+4928403
SN2013ar 2MASS08374727+4929031
SN2013be 2MASS12362354+1144333
SN2013be 2MASS12362719+1145337
SN2013be 2MASS12362858+1144499
SN2013be 2MASS12362881+1144274
SN2013be 2MASS12363408+1143466
SN2013bo 2MASS13171960+4245551
SN2013bo 2MASS13172153+4246093
SN2013bo 2MASS13173089+4244190
SN2013bo 2MASS13173541+4243336
SN2013bo 2MASS13173654+4244342
SN2013bo 2MASS13173955+4243554
SN2013bq 2MASS13040727+4354459
SN2013bq 2MASS13041752+4354337
SN2013bs 2MASS17171412+4105076
SN2013bs 2MASS17171440+4103429
SN2013bs 2MASS17171754+4105044
SN2013bs 2MASS17172406+4105137
SN2013bs 2MASS17173057+4105365
SN2013bt 2MASS14205865+6135271
SN2013bt 2MASS14210644+6134011
SN2013bt 2MASS14210860+6136173
SN2013bt 2MASS14210909+6134564
SN2013bt 2MASS14211406+6134348
SN2013bt 2MASS14211798+6133231
SN2013bt 2MASS14212146+6136171
SN2013bt 2MASS14212151+6135253
SN2013bt 2MASS14213197+6133040
SN2013cb 2MASS11345734+1605406
SN2013cb 2MASS11350012+1606379
SN2013cb 2MASS11350065+1608296
SN2013cb 2MASS11350304+1605252
SN2013ck 2MASS15241581+4832146
SN2013ck 2MASS15241725+4833414
SN2013ck 2MASS15241783+4832256
SN2013ck 2MASS15242066+4832372
SN2013ck 2MASS15242515+4834230
SN2013ck 2MASS15242921+4831283
SN2013ck 2MASS15243122+4833259
SN2013ck 2MASS15243197+4831534
SN2013ck 2MASS15243231+4830522
SN2013cs 2MASS13151008-1755457
SN2013cs 2MASS13151212-1759395
SN2013cs 2MASS13151318-1759359
SN2013cs 2MASS13151548-1758142
SN2013cs 2MASS13151689-1756286
SN2013cs 2MASS13151756-1758437
SN2013cs 2MASS13151852-1759333
SN2013cs 2MASS13151954-1757077
SN2013da 2MASS13452827-0720061
SN2013da 2MASS13452925-0717515
SN2013da 2MASS13453013-0719303
SN2013da 2MASS13453146-0718457
SN2013da 2MASS13453219-0721114
SN2013da 2MASS13453253-0717458
SN2013da 2MASS13453682-0717597
SN2013da 2MASS13454012-0718110
SN2013da 2MASS13454112-0718426
SN2013da 2MASS13454177-0721045
SN2013da 2MASS13454187-0717522
SN2013fj 2MASS22152008+1533386
SN2013fj 2MASS22152297+1534303
SN2013fj 2MASS22152384+1534390
SN2013fj 2MASS22152495+1534090
SN2013fj 2MASS22152815+1532355
SN2013fj 2MASS22153066+1532271
SN2013fj 2MASS22153146+1535297
SN2013fj 2MASS22153215+1535393
SN2013fj 2MASS22153301+1535340
SN2013fj 2MASS22153311+1534050
SN2013fn 2MASS21001740-1429331
SN2013fn 2MASS21001785-1430503
SN2013fn 2MASS21001901-1431165
SN2013fn 2MASS21002171-1430319
SN2013fn 2MASS21002212-1430280
SN2013fn 2MASS21002325-1429483
SN2013fn 2MASS21002335-1430344
SN2013fn 2MASS21002366-1430560
SN2013fn 2MASS21002395-1431048
SN2013fn 2MASS21002483-1430158
SN2013fn 2MASS21002667-1429111
SN2013fn 2MASS21002804-1430440
SN2013fn 2MASS21002846-1427599
SN2013fn 2MASS21002869-1429037
SN2013fn 2MASS21002932-1430375
SN2013fn 2MASS21003023-1428413
SN2013fn 2MASS21003157-1428558
SN2013fn 2MASS21003259-1431505
SN2013fn 2MASS21003269-1430537
SN2013fn 2MASS21003369-1431043
SN2013fn 2MASS21003377-1428274
SN2013fn 2MASS21003420-1431104
SN2013fw 2MASS21133791+1333419
SN2013fw 2MASS21134009+1335442
SN2013fw 2MASS21134049+1335121
SN2013fw 2MASS21134065+1333203
SN2013fw 2MASS21134115+1334138
SN2013fw 2MASS21134127+1334234
SN2013fw 2MASS21134141+1333104
SN2013fw 2MASS21134340+1333110
SN2013fw 2MASS21134413+1336121
SN2013fw 2MASS21134708+1335510
SN2013fw 2MASS21134819+1333050
SN2013fw 2MASS21134856+1334517
SN2013fw 2MASS21134936+1335399
SN2013fw 2MASS21134961+1334041
SN2013fw 2MASS21134965+1335534
